,title,imdbid,year,gross_usa,running_time,budget
1255,Pushing Tin (1999),120797,1999,11940545.7,124,46860000.0
1256,Quest for Camelot (1998),120800,1998,32640657.1,86,58000000.0
1257,Rush Hour (1998),120812,1998,204720952.8,98,47850000.0
1258,Saving Private Ryan (1998),120815,1998,313984318.05,169,101500000.0
1259,The Shipping News (2001),120824,2001,15207507.28,111,50540000.0
1260,Slums of Beverly Hills (1998),120831,1998,7979020.85,91,7250000.0
1261,Snake Eyes (1998),120832,1998,80607543.05,98,105850000.0
1262,Snow Falling on Cedars (1999),120834,1999,20472982.06,127,49700000.0
1263,Tarzan (1999),120855,1999,242950382.98,88,184600000.0
1264,Tea with Mussolini (1999),120857,1999,20374334.66,117,17040000.0
1265,The Thin Red Line (1998),120863,1998,52780711.95,170,75400000.0
1266,Titus (1999),120866,1999,2850351.8,162,28400000.0
1267,U.S. Marshals (1998),120873,1998,82892737.25,131,87000000.0
1268,Vampires (1998),120877,1998,29350022.75,108,29000000.0
1269,Velvet Goldmine (1998),120879,1998,1527992.6,124,13050000.0
1270,Wag the Dog (1997),120885,1997,63301059.15,97,22050000.0
1271,What Dreams May Come (1998),120889,1998,80305244.15,113,123250000.0
1272,Wild Things (1998),120890,1998,43714221.55,108,29000000.0
1273,Wild Wild West (1999),120891,1999,161602647.02,106,241400000.0
1274,The X Files (1998),120902,1998,121652553.85,121,95700000.0
1275,X-Men (2000),120903,2000,215500612.29,104,102750000.0
1276,eXistenZ (1999),120907,1999,4056531.04,97,21300000.0
1277,Men in Black II (2002),120912,2002,249448631.93,88,183400000.0
1278,Titan A.E. (2000),120913,2000,31172193.62,94,102750000.0
1279,Star Wars: Episode I - The Phantom Menace (1999),120915,1999,612112930.48,136,163300000.0
1280,Corpse Bride (2005),121164,2005,64538505.68,77,48400000.0
1281,Star Wars: Episode II - Attack of the Clones (2002),121765,2002,406985013.73,142,150650000.0
1282,Star Wars: Episode III - Revenge of the Sith (2005),121766,2005,460117691.55,140,136730000.0
1283,Lethal Weapon 4 (1998),122151,1998,189144674.35,127,203000000.0
1284,Return to Me (2000),122459,2000,44830233.26,115,32880000.0
1285,An Ideal Husband (1999),122541,1999,26331023.08,97,19880000.0
1286,Ronin (1998),122690,1998,60343579.9,122,79750000.0
1287,Among Giants (1998),122906,1998,93320.55,93,3625000.0
1288,Analyze This (1999),122933,1999,151777634.36,103,113600000.0
1289,The Other Sister (1999),123209,1999,39486830.34,129,49700000.0
1290,Just the Ticket (1999/I),123221,1999,611173.68,115,17040000.0
1291,Why Do Fools Fall in Love (1998),123324,1998,18069570.85,116,10875000.0
1292,Life (1999/I),123964,1999,90659863.08,108,106500000.0
1293,Madeline (1998),123987,1998,43453237.5,88,43500000.0
1294,Blast from the Past (1999),124298,1999,37645781.88,112,49700000.0
1295,The Cider House Rules (1999),124315,1999,81714030.64,126,34080000.0
1296,Return to Paradise (1998),124595,1998,12094576.15,111,20300000.0
1297,He Got Game (1998),124718,1998,31273386.85,136,36250000.0
1298,Simon Birch (1998),124879,1998,26467451.75,114,43500000.0
1299,Heartbreakers (2001),125022,2001,53647687.31,123,46550000.0
1300,Notting Hill (1999),125439,1999,164847342.76,124,59640000.0
1301,Paulie (1998),125454,1998,38969138.6,91,33350000.0
1302,Outside Providence (1999),125971,1999,10369581.24,96,9940000.0
1303,Shrek (2001),126029,2001,355994464.63,90,79800000.0
1304,Cookie's Fortune (1999),126250,1999,15507172.48,118,14200000.0
1305,Desert Blue (1998),126261,1998,143763.15,90,2900000.0
1306,Election (1999),126886,1999,21160898.22,103,35500000.0
1307,For Love of the Game (1999),126916,1999,49967868.8,137,113600000.0
1308,Six Ways to Sunday (1997),127288,1997,75876.99,97,3675000.0
1309,Waking the Dead (2000),127349,2000,448562.66,105,11645000.0
1310,Elizabeth (1998),127536,1998,43619913.55,124,43500000.0
1311,Another Day in Paradise (1998),127722,1998,1503386.1,101,6525000.0
1312,Instinct (1999),128278,1999,48429393.94,126,113600000.0
1313,Rounders (1998),128442,1998,33222993.05,121,17400000.0
1314,Rushmore (1998),128445,1998,24802567.55,93,29000000.0
1315,You've Got Mail (1998),128853,1998,167941167.75,119,94250000.0
1316,Hell's Kitchen (1998),129136,1998,13226.9,95,8700000.0
1317,The Out-of-Towners (1999),129280,1999,40532650.4,90,106500000.0
1318,Patch Adams (1998),129290,1998,195789007.9,115,130500000.0
1319,There's Something About Mary (1998),129387,1998,255902743.95,119,33350000.0
1320,Dinosaur (2000),130623,2000,188714846.31,82,174675000.0
1321,Bowfinger (1999),131325,1999,94266380.5,97,78100000.0
1322,Edtv (1999),131369,1999,31853293.74,122,113600000.0
1323,The Adventures of Rocky & Bullwinkle (2000),131704,2000,35627973.4,92,104120000.0
1324,Driven (2001),132245,2001,43517686.45,116,125020000.0
1325,Mystery Men (1999),132347,1999,42262055.62,121,96560000.0
1326,October Sky (1999),132477,1999,46217876.0,108,35500000.0
1327,At First Sight (1999),132512,1999,31758488.86,128,85200000.0
1328,Teaching Mrs. Tingle (1999),133046,1999,12711747.7,96,18460000.0
1329,The Matrix (1999),133093,1999,243501500.6,136,89460000.0
1330,Planet of the Apes (2001),133152,2001,239415614.2,119,133000000.0
1331,Treasure Planet (2002),133240,2002,50011585.73,95,183400000.0
1332,Best Laid Plans (1999),133412,1999,39498.72,92,9940000.0
1333,The Siege (1998),133952,1998,59422869.05,116,101500000.0
1334,The Talented Mr. Ripley (1999),134119,1999,115443536.3,139,56800000.0
1335,8MM (1999),134273,1999,52061907.3,123,56800000.0
1336,"Mystery, Alaska (1999)",134618,1999,12621163.06,119,39760000.0
1337,Duets (2000),134630,2000,6492461.51,112,28770000.0
1338,Supernova (2000/I),134983,2000,19495723.35,90,123300000.0
1339,Hideous Kinky (1998),136244,1998,1831039.7,98,17400000.0
1340,200 Cigarettes (1999),137338,1999,9730479.0,101,8520000.0
1341,Arlington Road (1999),137363,1999,35153771.34,117,44020000.0
1342,Entrapment (1999),137494,1999,124540242.32,113,93720000.0
1343,Fight Club (1999),137523,1999,52582744.84,139,89460000.0
1344,Shakespeare in Love (1998),138097,1998,145460801.3,123,36250000.0
1345,The 24 Hour Woman (1999),138279,1999,155539.7,93,3550000.0
1346,The Astronaut's Wife (1999),138304,1999,15155043.72,109,106500000.0
1347,Intolerable Cruelty (2003),138524,2003,45219363.84,100,76800000.0
1348,The Road to El Dorado (2000),138749,2000,69683326.54,89,130150000.0
1349,The Yards (2000),138946,2000,1218412.24,115,32880000.0
1350,Cruel Intentions (1999),139134,1999,54426565.14,97,14910000.0
1351,Message in a Bottle (1999),139462,1999,75089622.72,131,113600000.0
1352,Training Day (2001),139654,2001,101920436.31,122,59850000.0
1353,True Crime (1999),139668,1999,23642670.56,127,78100000.0
1354,Varsity Blues (1999),139699,1999,75109719.98,106,22720000.0
1355,The Thirteenth Floor (1999),139809,1999,16921658.62,100,22720000.0
1356,The Insider (1999),140352,1999,41307675.04,157,127800000.0
1357,A Midsummer Night's Dream (1999),140379,1999,22822225.8,116,15620000.0
1358,Mumford (1999),140397,1999,6468751.78,112,39760000.0
1359,Forces of Nature (1999),141098,1999,75101215.6,105,106500000.0
1360,Jack Frost (1998),141109,1998,50115706.2,101,123250000.0
1361,Isn't She Great (2000),141399,2000,4058577.05,95,60280000.0
1362,Town & Country (2001),141907,2001,8937564.09,104,119700000.0
1363,U-571 (2000),141926,2000,105657708.55,116,84940000.0
1364,The Corruptor (1999),142192,1999,21533578.64,110,35500000.0
1365,Crazy in Alabama (1999),142201,1999,2848292.8,111,21300000.0
1366,The Ninth Gate (1999),142688,1999,26488319.32,133,53960000.0
1367,Molly (1999),143746,1999,25063.0,102,29820000.0
1368,American Psycho (2000),144084,2000,20646290.45,102,9590000.0
1369,The Boondock Saints (1999),144117,1999,43268.82,108,8520000.0
1370,Bride of Chucky (1998),144120,1998,46956582.5,89,36250000.0
1371,Committed (2000/I),144142,2000,55294.57,98,4110000.0
1372,Dick (1999),144168,1999,8893286.76,94,18460000.0
1373,Dreaming of Joseph Lees (1999),144178,1999,17102.48,92,2840000.0
1374,The General's Daughter (1999),144214,1999,145842309.84,116,134900000.0
1375,Nutty Professor II: The Klumps (2000),144528,2000,168934549.3,106,115080000.0
1376,The Rage: Carrie 2 (1999),144814,1999,25223041.1,104,29820000.0
1377,Spider-Man (2002),145487,2002,528855351.25,121,182090000.0
1378,Stigmata (1999),145531,1999,71065700.56,103,41180000.0
1379,Angela's Ashes (1999),145653,1999,18519799.04,145,71000000.0
1380,The Bone Collector (1999),145681,1999,94456490.1,118,103660000.0
1381,Playing by Heart (1998),145734,1998,5736507.4,121,20300000.0
1382,Simply Irresistible (1999),145893,1999,6246564.38,96,8520000.0
1383,Naqoyqatsi (2002),145937,2002,174305.98,89,3930000.0
1384,Thirteen Days (2000),146309,2000,47391161.93,145,109600000.0
1385,Lara Croft: Tomb Raider (2001),146316,2001,174453533.1,100,152950000.0
1386,Urban Legend (1998),146336,1998,55205035.1,99,20300000.0
1387,Any Given Sunday (1999),146838,1999,107253781.44,162,78100000.0
1388,The Legend of Bagger Vance (2000),146984,2000,42359260.16,126,109600000.0
1389,Happiness (1998),147612,1998,4070715.5,134,4350000.0
1390,10 Things I Hate About You (1999),147800,1999,54212995.72,97,42600000.0
1391,Deep Blue Sea (1999),149261,1999,104580361.64,105,85200000.0
1392,Where the Money Is (2000),149367,2000,7756663.26,89,38360000.0
1393,All the Pretty Horses (2000),149624,2000,21290283.61,116,78090000.0
1394,Anywhere But Here (1999),149691,1999,26511969.42,114,32660000.0
1395,Cradle Will Rock (1999),150216,1999,4122833.68,132,51120000.0
1396,Double Jeopardy (1999),150377,1999,165773012.36,105,99400000.0
1397,Hilary and Jackie (1998),150915,1998,7068515.1,121,10150000.0
1398,Topsy-Turvy (1999),151568,1999,8816138.16,154,14200000.0
1399,Never Been Kissed (1999),151738,1999,78774153.52,107,35500000.0
1400,Flawless (1999),155711,1999,6369388.7,112,21300000.0
1401,Psycho (1998),155975,1998,31111388.5,105,87000000.0
1402,My Dog Skip (2000),156812,2000,46764458.17,95,8220000.0
1403,Random Hearts (1999),156934,1999,44733667.86,133,90880000.0
1404,La Cucaracha (1998),157913,1998,46605.9,95,4350000.0
1405,Sweet and Lowdown (1999),158371,1999,5959761.3,95,42245000.0
1406,The Virgin Suicides (1999),159097,1999,6900454.5,97,8520000.0
1407,Behind Enemy Lines (2001),159273,2001,78279530.7,106,53200000.0
1408,Cold Mountain (2003),159365,2003,122414731.52,154,101120000.0
1409,The Art of War (2000),160009,2000,41385780.63,117,82200000.0
1410,Charlie's Angels (2000),160127,2000,171668596.65,98,127410000.0
1411,A Dog of Flanders (1999),160216,1999,3075204.54,100,9940000.0
1412,Guinevere (1999),160338,1999,879705.62,104,3692000.0
1413,Impostor (2001),160399,2001,8131935.21,95,53200000.0
1414,In Too Deep (1999),160401,1999,19896264.68,95,9940000.0
1415,The King and I (1999),160429,1999,17030089.82,87,35500000.0
1416,Lost Souls (2000),160484,2000,23036896.61,97,68500000.0
1417,Rules of Engagement (2000),160797,2000,84029265.1,128,82200000.0
1418,The Story of Us (1999),160916,1999,38482044.02,95,71000000.0
1419,What Lies Beneath (2000),161081,2000,212986160.87,130,137000000.0
1420,Cast Away (2000),162222,2000,320076034.54,143,123300000.0
1421,"Happy, Texas (1999)",162360,1999,2759981.58,98,2414000.0
1422,Shaft (2000),162650,2000,96357933.46,99,63020000.0
1423,Sleepy Hollow (1999),162661,1999,143521532.84,105,142000000.0
1424,Summer of Sam (1999),162677,1999,27389144.6,142,31240000.0
1425,Trixie (2000),162711,2000,405085.71,116,27400000.0
1426,Hanging Up (2000),162983,2000,49388815.1,94,82200000.0
1427,Jurassic Park III (2001),163025,2001,240958593.75,92,123690000.0
1428,Runaway Bride (1999),163187,1999,216205662.78,116,99400000.0
1429,Chill Factor (1999),163579,1999,15994831.72,102,99400000.0
1430,The In Crowd (2000),163676,2000,7233647.95,105,32880000.0
1431,The Beach (2000/I),163978,2000,54505486.99,119,68500000.0
1432,Bless the Child (2000),163983,2000,40252646.78,107,89050000.0
1433,Bringing Out the Dead (1999),163988,1999,23852011.22,121,78100000.0
1434,City of Ghosts (2002),164003,2002,426393.21,116,22925000.0
1435,Hollow Man (2000),164052,2000,100296795.8,112,130150000.0
1436,Limbo (1999),164085,1999,3068208.2,126,14200000.0
1437,The Muse (1999),164108,1999,16493234.68,97,21300000.0
1438,The Sum of All Fears (2002),164184,2002,155768217.16,124,89080000.0
1439,Under Suspicion (2000),164212,2000,356969.94,110,34250000.0
1440,Along Came a Spider (2001),164334,2001,98523971.42,104,79800000.0
1441,Stuart Little (1999),164912,1999,198850221.14,84,188860000.0
1442,Black and White (1999/I),165643,1999,7442667.3,98,14200000.0
1443,Ghost Dog: The Way of the Samurai (1999),165798,1999,4697401.18,116,2840000.0
1444,Held Up (1999),165831,1999,6663795.88,89,11360000.0
1445,The Limey (1999),165854,1999,4550621.46,89,14200000.0
1446,Sinbad: Legend of the Seven Seas (2003),165982,2003,33898818.56,86,76800000.0
1447,Anna and the King (1999),166485,1999,55754056.4,148,130640000.0
1448,Spirit: Stallion of the Cimarron (2002),166813,2002,95996953.27,83,104800000.0
1449,The Straight Story (1999),166896,1999,8808322.48,112,14200000.0
1450,Mulholland Dr. (2001),166924,2001,9602923.19,147,19950000.0
1451,Music of the Heart (1999),166943,1999,21100339.48,124,38340000.0
1452,Hellboy (2004),167190,2004,74529947.5,122,82500000.0
1453,I Dreamed of Africa (2000),167203,2000,9112585.14,114,68500000.0
1454,The Lord of the Rings: The Return of the King (2003),167260,2003,483642758.4,201,120320000.0
1455,The Lord of the Rings: The Two Towers (2002),167261,2002,448742288.15,179,123140000.0
1456,The Sixth Sense (1999),167404,1999,416778934.64,107,56800000.0
1457,Thunderbirds (2004),167456,2004,8460068.75,95,71250000.0
1458,The Best Man (1999),168501,1999,48425947.6,120,12780000.0
1459,Dancer in the Dark (2000),168629,2000,5732129.32,140,17536000.0
1460,Antwone Fisher (2002),168786,2002,27612369.95,120,16375000.0
1461,American Beauty (1999),169547,1999,184737173.42,122,21300000.0
1462,Prince of Central Park (2000),170452,2000,10738.06,109,9590000.0
1463,Gun Shy (2000),171356,2000,2244336.74,101,19180000.0
1464,Hamlet (2000),171359,2000,2149186.13,112,2740000.0
1465,The Haunting (1999),171363,1999,129803834.42,113,113600000.0
1466,Keeping the Faith (2000),171433,2000,50755595.6,128,39730000.0
1467,Nurse Betty (2000),171580,2000,34482973.98,110,47950000.0
1468,Boys Don't Cry (1999),171804,1999,16387661.94,118,2840000.0
1469,Bad Boys II (2003),172156,2003,177418808.32,147,166400000.0
1470,The End of the Affair (1999),172396,1999,15375498.72,102,32660000.0
1471,"Girl, Interrupted (1999)",172493,1999,41055957.32,127,56800000.0
1472,Gladiator (2000),172495,2000,257156434.99,155,141110000.0
1473,Light It Up (1999),172726,1999,8499679.8,99,18460000.0
1474,Cecil B. DeMented (2000),173716,2000,1759965.02,87,13700000.0
1475,Final Fantasy: The Spirits Within (2001),173840,2001,42735333.9,106,182210000.0
1476,Simpatico (1999),174204,1999,1281044.48,106,14200000.0
1477,Autumn in New York (2000),174480,2000,51733823.55,103,89050000.0
1478,The Hurricane (1999),174856,1999,71992922.22,146,71000000.0
1479,Magnolia (1999),175880,1999,31887485.92,188,52540000.0
1480,Gossip (2000/I),176783,2000,6999083.4,90,32880000.0
1481,Company Man (2000),177650,2000,200058.36,86,21920000.0
1482,Galaxy Quest (1999),177789,1999,101649160.72,102,63900000.0
1483,The Perfect Storm (2000),177971,2000,250187254.58,130,191800000.0
1484,Moonlight Mile (2002),179098,2002,8954971.36,117,27510000.0
1485,But I'm a Cheerleader (1999),179116,1999,3131990.34,85,1704000.0
1486,"South of Heaven, West of Hell (2000)",179473,2000,22754.33,104,5480000.0
1487,15 Minutes (2001),179626,2001,32456724.16,120,79800000.0
1488,The Adventures of Pluto Nash (2002),180052,2002,5790304.8,95,131000000.0
1489,Quills (2000),180073,2000,9679504.84,124,18495000.0
1490,Requiem for a Dream (2000),180093,2000,4980610.34,102,6165000.0
1491,Hard Ball (2001),180734,2001,53492211.64,106,27930000.0
1492,What Planet Are You From? (2000),181151,2000,8619494.74,105,82200000.0
1493,Finding Forrester (2000),181536,2000,70972458.18,136,58910000.0
1494,Minority Report (2002),181689,2002,173015533.06,145,133620000.0
1495,Osmosis Jones (2001),181739,2001,18083891.63,95,99750000.0
1496,Traffic (2000),181865,2000,170038543.25,147,65760000.0
1497,Almost Famous (2000),181875,2000,44572744.5,122,82200000.0
1498,The Caveman's Valentine (2001),182000,2001,913968.02,105,17955000.0
1499,Love's Labour's Lost (2000),182295,2000,410715.04,93,17810000.0
1500,Bicentennial Man (1999),182789,1999,82677882.62,132,142000000.0
1501,"Me, Myself & Irene (2000)",183505,2000,124077779.14,116,69870000.0
1502,Mission to Mars (2000),183523,2000,83410267.59,114,137000000.0
1503,Phone Booth (2002),183649,2002,61001737.72,81,17030000.0
1504,Pollock (2000),183659,2000,11780072.41,122,8220000.0
1505,A Knight's Tale (2001),183790,2001,75237703.66,132,86450000.0
1506,Reindeer Games (2000),184858,2000,32015523.15,104,57540000.0
1507,Whispers: An Elephant's Tale (2000),185007,2000,735690.0,72,5480000.0
1508,Wonder Boys (2000),185014,2000,26569173.09,107,75350000.0
1509,Battlefield Earth (2000),185183,2000,29416208.45,118,100010000.0
1510,House on Haunted Hill (1999),185371,1999,58001436.44,93,52540000.0
1511,Little Nicky (2000),185431,2000,54066741.75,90,116450000.0
1512,Drowning Mona (2000),186045,2000,21244266.68,96,50690000.0
1513,Space Cowboys (2000),186566,2000,123936739.01,130,89050000.0
1514,Bounce (2000),186894,2000,50423244.56,106,47950000.0
1515,Gone in Sixty Seconds (2000),187078,2000,139258542.27,118,123300000.0
1516,The Patriot (2000),187393,2000,155262568.54,165,150700000.0
1517,Birthday Girl (2001),188453,2001,6543461.68,93,17290000.0
1518,The Big Kahuna (1999),189584,1999,4473151.94,90,9940000.0
1519,Shadow of the Vampire (2000),189998,2000,11362484.08,92,10960000.0
1520,The Whole Nine Yards (2000),190138,2000,78449614.04,98,56581000.0
1521,Dungeons & Dragons (2000),190374,2000,20852338.45,107,61650000.0
1522,"O Brother, Where Art Thou? (2000)",190590,2000,62344068.03,106,35620000.0
1523,Vatel (2000),190861,2000,67765.68,103,49320000.0
1524,The Fighting Temptations (2003),191133,2003,38720953.6,123,38400000.0
1525,The Replacements (2000),191397,2000,61289770.83,118,68500000.0
1526,28 Days (2000),191754,2000,50923568.56,103,58910000.0
1528,Enemies of Laughter (2000),193135,2000,205500.0,90,3425000.0
1529,Erin Brockovich (2000),195685,2000,172065430.85,131,71240000.0
1530,Play It to the Bone (1999),196857,1999,11976487.32,124,34080000.0
1531,Where the Heart Is (2000),198021,2000,46268788.06,120,20550000.0
1532,The Crew (2000),198386,2000,17841612.75,88,52060000.0
1533,"Monsters, Inc. (2001)",198781,2001,385576865.94,92,152950000.0
1534,In the Cut (2003),199626,2003,6080770.56,119,15360000.0
1535,Love & Basketball (2000),199725,2000,37619672.55,124,27400000.0
1536,Riding in Cars with Boys (2001),200027,2001,40120162.88,132,63840000.0
1537,The Golden Bowl (2000),200669,2000,4161483.23,130,20550000.0
1538,The House of Mirth (2000),200720,2000,4169299.08,135,13700000.0
1539,Rock Star (2001),202470,2001,22621015.06,105,75810000.0
1540,The Way of the Gun (2000),202677,2000,8296255.57,119,28770000.0
1541,Moulin Rouge! (2001),203009,2001,76324187.31,127,66500000.0
1542,Men of Honor (2000),203019,2000,66881921.77,129,43840000.0
1543,You Can Count on Me (2000),203230,2000,12581205.94,111,1644000.0
1544,Greenfingers (2000),203540,2000,1971823.19,91,6850000.0
1545,One Night at McCool's (2001),203755,2001,8366595.09,93,23940000.0
1546,The Watcher (2000/I),204626,2000,39656862.55,97,41100000.0
1547,Dr. T and the Women (2000),205271,2000,17964866.17,122,31510000.0
1548,Thomas and the Magic Railroad (2000),205461,2000,21828903.22,85,26030000.0
1549,Woman on Top (2000),206420,2000,6877552.07,92,10960000.0
1550,Children of Men (2006),206634,2006,41596288.11,109,88920000.0
1551,My First Mister (2001),206963,2001,826431.41,109,6982500.0
1552,What Women Want (2000),207201,2000,250452038.59,127,95900000.0
1553,How to Kill Your Neighbor's Dog (2000),207524,2000,66532.68,107,10001000.0
1554,Big Momma's House (2000),208003,2000,161056430.06,99,41100000.0
1555,Snatch. (2000),208092,2000,41227556.59,104,8220000.0
1556,The Contender (2000),208874,2000,24485630.51,126,27400000.0
1557,Get Carter (2000),208988,2000,20505039.34,102,87132000.0
1558,The Mummy Returns (2001),209163,2001,268686314.05,130,130340000.0
1559,The Wedding Planner (2001),209475,2001,80333138.48,103,46550000.0
1560,The Cell (2000),209958,2000,84027660.83,107,45210000.0
1561,Songcatcher (2000),210299,2000,4179779.58,109,2466000.0
1562,The Weight of Water (2000),210382,2000,140592.14,113,21920000.0
1563,Beautiful (2000),210567,2000,4325566.76,112,19180000.0
1564,Remember the Titans (2000),210945,2000,158447008.87,113,41100000.0
1565,102 Dalmatians (2000),211181,2000,91731125.62,100,116450000.0
1566,Knockaround Guys (2001),211465,2001,15471118.6,92,19950000.0
1567,Awake (2007),211933,2007,16390005.72,84,9804000.0
1568,Bait (2000),211938,2000,20995423.99,119,69870000.0
1569,Meet the Parents (2000),212338,2000,227754341.65,108,75350000.0
1570,Miss Congeniality (2000),212346,2000,146326503.79,109,61650000.0
1571,Artificial Intelligence: AI (2001),212720,2001,104560196.37,146,133000000.0
1572,Hannibal (2001),212985,2001,219572716.44,131,115710000.0
1573,The Amati Girls (2000),213446,2000,46445.74,91,8220000.0
1574,Enemy at the Gates (2001),215750,2001,68364338.14,131,90440000.0
1575,Harrison's Flowers (2000),216799,2000,2525690.9,130,10960000.0
1576,Gangs of New York (2002),217505,2002,101933720.0,167,131000000.0
1577,Unbreakable (2000),217869,2000,130165534.43,106,102750000.0
1578,Soul Survivors (2001),218619,2001,4138354.85,84,22610000.0
1579,Antitrust (2001),218817,2001,15066365.02,109,39900000.0
1580,Original Sin (2001),218922,2001,21990513.93,116,55860000.0
1581,The Family Man (2000),218967,2000,103836827.85,125,82200000.0
1582,Dracula 2000 (2000),219653,2000,45241190.79,99,73980000.0
1583,The Gift (2000),219699,2000,16451839.54,112,13700000.0
1584,Lucky Numbers (2000),219952,2000,13758246.92,105,86310000.0
1585,Bandits (2001),219965,2001,55294937.53,123,99750000.0
1586,Timecode (2000),220100,2000,1294706.17,97,5480000.0
1587,Blow (2001),221027,2001,70477730.75,124,70490000.0
1588,Christmas in the Clouds (2001),221074,2001,299695.55,96,3990000.0
1589,The Glass House (2001),221218,2001,24139844.47,106,39900000.0
1590,Pay It Forward (2000),223897,2000,45921890.36,123,54800000.0
1591,Angel Eyes (2001),225071,2001,32151709.94,102,70490000.0
1592,The Score (2001),227445,2001,94573255.63,124,90440000.0
1593,The 51st State (2001),227984,2001,6921329.31,93,37240000.0
1594,Proof of Life (2000),228750,2000,44660535.47,135,89050000.0
1595,Atlantis: The Lost Empire (2001),230011,2001,111795107.76,95,159600000.0
1596,The Others (2001),230600,2001,128375173.71,101,22610000.0
1597,Sweet November (2001),230838,2001,33633176.99,119,53200000.0
1598,Down to Earth (2001),231775,2001,85368047.66,87,65170000.0
1599,3000 Miles to Graceland (2001),233142,2001,20947445.47,125,82460000.0
1600,The Matrix Reloaded (2003),234215,2003,360417870.08,138,192000000.0
1601,Novocaine (2001),234354,2001,2708787.06,95,10640000.0
1602,The Mexican (2001),236493,2001,88903893.89,123,75810000.0
1603,The Tailor of Panama (2001),236784,2001,18260556.86,109,27930000.0
1604,The Pledge (2001/I),237572,2001,26245008.37,124,46550000.0
1605,Captain Corelli's Mandolin (2001),238112,2001,33973380.35,131,75810000.0
1606,Equilibrium (2002),238380,2002,1576970.14,107,26200000.0
1607,Cats & Dogs (2001),239395,2001,124202734.95,87,79800000.0
1608,Say It Isn't So (2001),239949,2001,7342122.69,95,33250000.0
1609,Dr. Dolittle 2 (2001),240462,2001,150227355.67,87,93100000.0
1610,The Four Feathers (2002),240510,2002,23981077.46,132,45850000.0
1611,Freddy Got Fingered (2001),240515,2001,18959140.69,87,18620000.0
1612,Ocean's Eleven (2001),240772,2001,243944809.5,116,113050000.0
1613,Vanity Fair (2004),241025,2004,20170595.0,141,28750000.0
1614,Chocolat (2000),241303,2000,97967827.31,121,34250000.0
1615,Harry Potter and the Sorcerer's Stone (2001),241527,2001,422375481.5,152,166250000.0
1616,The Matrix Revolutions (2003),242653,2003,178321853.44,129,192000000.0
1617,The Man Who Wasn't There (2001),243133,2001,9980661.81,116,26600000.0
1618,Bridget Jones's Diary (2001),243155,2001,95152757.91,97,33250000.0
1619,Stuart Little 2 (2002),243585,2002,85093415.86,77,157200000.0
1620,Swordfish (2001),244244,2001,92798048.77,99,135660000.0
1621,Pavilion of Women (2001),244709,2001,49199.36,116,6650000.0
1622,Someone Like You... (2001),244970,2001,36359583.89,97,30590000.0
1623,Windtalkers (2002),245562,2002,53597429.08,134,150650000.0
1624,Joe Dirt (2001),245686,2001,36026634.35,91,23541000.0
1625,The Count of Monte Cristo (2002),245844,2002,71046621.22,131,45850000.0
1626,Die Another Day (2002),246460,2002,210834202.09,133,186020000.0
1627,Big Trouble (2002),246464,2002,9520172.17,85,52400000.0
1628,Who Is Cletis Tout? (2001),246500,2001,335461.91,92,11970000.0
1629,The Musketeer (2001),246544,2001,36007941.2,104,53200000.0
1630,Donnie Darko (2001),246578,2001,968084.39,113,5985000.0
1631,Heaven (2002/I),246677,2002,1027562.69,97,14410000.0
1632,The Believer (2001),247199,2001,540026.55,102,1995000.0
1633,In the Bedroom (2001),247425,2001,47787703.32,130,2261000.0
1634,The Princess Diaries (2001),247638,2001,143971111.48,115,34580000.0
1635,Ali (2001),248667,2001,77410129.65,157,142310000.0
1636,Billy Elliot (2000),249462,2000,30133510.31,110,6850000.0
1637,Domestic Disturbance (2001),249478,2001,60177306.35,89,99750000.0
1638,Crazy/Beautiful (2001),250224,2001,22527524.04,99,17290000.0
1639,The Deep End (2001),250323,2001,11734734.97,101,3990000.0
1640,The Other Side of Heaven (2001),250371,2001,6278093.43,113,9310000.0
1641,Legally Blonde (2001),250494,2001,128372496.42,96,23940000.0
1642,Rat Race (2001),250687,2001,75302013.15,112,63840000.0
1643,See Spot Run (2001),250720,2001,44365443.08,94,46550000.0
1644,Unfaithful (2002),250797,2002,69136252.15,124,65500000.0
1645,Evolution (2001),251075,2001,50999507.02,101,106400000.0
1646,Hart's War (2002),251114,2002,24991709.71,125,91700000.0
1647,How to Lose a Guy in 10 Days (2003),251127,2003,135441117.44,116,64000000.0
1648,John Q (2002),251160,2002,93044886.61,116,47160000.0
1649,Maid in Manhattan (2002),252076,2002,123154704.75,105,72050000.0
1650,Buffalo Soldiers (2001),252299,2001,470478.19,98,19950000.0
1651,Hearts in Atlantis (2001),252501,2001,32167088.73,101,41230000.0
1652,Heist (2001),252503,2001,31269418.53,109,51870000.0
1653,Manic (2001),252684,2001,92722.28,100,1995000.0
1654,High Heels and Low Lifes (2001),253126,2001,303498.02,86,13300000.0
1655,Last Orders (2001),253200,2001,3094121.31,109,15960000.0
1656,The Pianist (2002),253474,2002,42670075.87,150,45850000.0
1657,Reign of Fire (2002),253556,2002,56411196.42,101,78600000.0
1658,The Triumph of Love (2001),253840,2001,594432.86,112,6650000.0
1659,CQ (2001),254199,2001,546675.22,88,9310000.0
1660,Pinocchio (2002),255477,2002,4823172.41,108,62112602.0
1661,Baby Boy (2001),255819,2001,38216954.16,130,21280000.0
1662,Possession (2002),256276,2002,13235777.57,102,32750000.0
1663,Shallow Hal (2001),256380,2001,94216139.99,114,53200000.0
